ID_Angajat,Manager,Departament,Senioritate,Oras,Data,Ore_Lucrate,Proiecte_Finalizate,Feedback_Clienti,Training_Ore,Scor_Performanta,Risc_Plecare_Scor,Status_Risc
1184,Mihai O.,Marketing,Senior,Brasov,2023-03-01,196,1,2.6,32,210.0,0.0,Stabil
1185,Maria I.,Vanzari,Mid,Sibiu,2023-03-01,205,12,1.3,4,248.5,1.0,Risc Ridicat
1186,Ana S.,IT,Junior,Timisoara,2023-03-01,204,8,2.4,17,230.0,1.0,Risc Ridicat
1187,Andrei P.,IT,Mid,Iasi,2023-03-01,200,14,1.4,26,268.0,0.0,Stabil
1188,Andrei P.,HR,Junior,Constanta,2023-03-01,191,7,3.8,14,241.5,0.0,Stabil
1189,Ion V.,IT,Mid,Brasov,2023-03-01,150,1,3.3,10,151.0,0.0,Stabil
1190,Cristina D.,Marketing,Senior,Cluj-Napoca,2023-03-01,152,7,4.2,24,280.0,0.0,Stabil
1191,Maria I.,HR,Mid,Constanta,2023-03-01,163,7,3.5,18,221.5,0.0,Stabil
1192,Ion V.,Vanzari,Mid,Brasov,2023-03-01,201,10,3.7,15,274.5,0.0,Stabil
1193,Cristina D.,Vanzari,Junior,Bucuresti,2023-03-01,177,9,4.0,26,258.5,0.0,Stabil
1194,Cristina D.,IT,Junior,Constanta,2023-03-01,244,4,2.3,3,208.0,1.0,Risc Ridicat
1195,Mihai O.,IT,Mid,Brasov,2023-03-01,163,3,3.3,17,177.5,0.0,Stabil
1196,Mihai O.,Marketing,Mid,Timisoara,2023-03-01,145,14,1.2,20,236.5,0.0,Stabil
1197,Mihai O.,IT,Junior,Constanta,2023-03-01,146,3,2.8,3,159.0,0.0,Stabil
1198,Mihai O.,HR,Mid,Timisoara,2023-03-01,207,4,2.9,27,201.5,0.8,Risc Ridicat
1199,Cristina D.,IT,Junior,Bucuresti,2023-03-01,152,10,3.9,16,254.0,0.0,Stabil
1000,Cristina D.,Marketing,Junior,Iasi,2023-04-01,250,9,2.7,38,269.0,0.8,Risc Ridicat
1001,Ion V.,Vanzari,Junior,Cluj-Napoca,2023-04-01,213,13,2.4,25,284.5,0.8,Risc Ridicat
1002,Elena D.,IT,Senior,Constanta,2023-04-01,230,7,2.2,30,279.0,0.8,Risc Ridicat
1003,Ion V.,Vanzari,Mid,Sibiu,2023-04-01,243,3,1.2,16,175.5,1.0,Risc Ridicat
1004,Cristina D.,Marketing,Mid,Iasi,2023-04-01,171,10,3.7,30,259.5,0.0,Stabil
1005,Ana S.,Vanzari,Mid,Cluj-Napoca,2023-04-01,236,1,2.6,14,180.0,1.0,Risc Ridicat
1006,Maria I.,Marketing,Mid,Sibiu,2023-04-01,141,12,1.5,3,220.5,0.0,Stabil
1007,Cristina D.,Marketing,Senior,Bucuresti,2023-04-01,221,9,3.1,2,312.5,0.0,Potential
1008,Mihai O.,HR,Mid,Brasov,2023-04-01,162,11,3.3,35,257.0,0.0,Stabil
1009,Ana S.,Vanzari,Junior,Bucuresti,2023-04-01,163,4,1.6,8,153.5,0.0,Stabil
1010,Ion V.,Marketing,Junior,Sibiu,2023-04-01,191,9,4.7,29,279.5,0.0,Stabil
1011,George R.,Vanzari,Senior,Brasov,2023-04-01,226,2,2.3,39,229.0,0.8,Risc Ridicat
1012,Ion V.,HR,Junior,Brasov,2023-04-01,227,12,4.4,34,321.5,0.0,Potential
1013,Andrei P.,Marketing,Junior,Bucuresti,2023-04-01,221,4,4.5,35,240.5,0.0,Stabil
1014,Mihai O.,IT,Mid,Constanta,2023-04-01,229,7,4.7,25,278.5,0.0,Stabil
1015,Maria I.,Marketing,Mid,Sibiu,2023-04-01,166,14,4.7,4,317.0,0.0,Potential
1016,Maria I.,HR,Mid,Brasov,2023-04-01,182,10,1.2,27,215.0,0.0,Stabil
1017,Maria I.,Marketing,Mid,Sibiu,2023-04-01,179,11,4.9,18,297.5,0.0,Stabil
1018,Maria I.,Marketing,Mid,Bucuresti,2023-04-01,202,6,4.4,28,249.0,0.0,Stabil
1019,Ion V.,IT,Junior,Cluj-Napoca,2023-04-01,204,6,2.0,12,202.0,1.0,Risc Ridicat
1020,Andrei P.,Marketing,Senior,Iasi,2023-04-01,254,6,2.4,21,285.0,0.8,Risc Ridicat
1021,Ion V.,Vanzari,Junior,Timisoara,2023-04-01,196,14,4.0,28,318.0,0.0,Potential
1022,Ion V.,HR,Mid,Bucuresti,2023-04-01,215,11,3.6,4,289.5,0.0,Stabil
1023,Andrei P.,Vanzari,Senior,Iasi,2023-04-01,220,4,4.5,5,290.0,0.0,Stabil
1024,Cristina D.,Vanzari,Senior,Sibiu,2023-04-01,150,10,1.7,36,259.0,0.0,Stabil
1025,Maria I.,IT,Mid,Iasi,2023-04-01,142,5,3.5,29,191.0,0.0,Stabil
1026,Ana S.,Marketing,Senior,Iasi,2023-04-01,169,7,3.7,34,278.5,0.0,Stabil
1027,Mihai O.,Marketing,Mid,Timisoara,2023-04-01,231,8,3.6,33,267.5,0.0,Stabil
1028,George R.,Marketing,Mid,Brasov,2023-04-01,249,3,3.4,11,222.5,0.0,Stabil
1029,Ion V.,Marketing,Mid,Bucuresti,2023-04-01,245,14,2.2,33,306.5,0.8,Risc Ridicat
1030,Mihai O.,Vanzari,Junior,Cluj-Napoca,2023-04-01,142,8,3.0,35,211.0,0.0,Stabil
1031,Maria I.,IT,Mid,Iasi,2023-04-01,166,14,3.0,14,283.0,0.0,Stabil
1032,George R.,IT,Mid,Constanta,2023-04-01,259,8,3.2,10,273.5,0.0,Stabil
1033,Andrei P.,Marketing,Mid,Timisoara,2023-04-01,240,11,4.3,33,316.0,0.0,Potential
1034,George R.,Vanzari,Junior,Brasov,2023-04-01,248,8,3.5,36,274.0,0.0,Stabil
1035,Maria I.,Marketing,Senior,Iasi,2023-04-01,253,9,2.4,34,314.5,0.8,Risc Ridicat
1036,Cristina D.,Vanzari,Junior,Bucuresti,2023-04-01,150,9,1.4,30,193.0,0.0,Stabil
1037,Maria I.,HR,Junior,Cluj-Napoca,2023-04-01,190,1,5.0,0,205.0,0.0,Stabil
1038,Mihai O.,IT,Mid,Cluj-Napoca,2023-04-01,226,3,2.9,21,201.0,0.8,Risc Ridicat
1039,Mihai O.,IT,Mid,Bucuresti,2023-04-01,244,10,4.6,20,314.0,0.0,Potential
1040,Cristina D.,HR,Senior,Constanta,2023-04-01,223,11,2.2,26,315.5,0.8,Risc Ridicat
1041,Elena D.,HR,Junior,Brasov,2023-04-01,161,6,2.9,0,198.5,0.0,Stabil
1042,Andrei P.,IT,Senior,Iasi,2023-04-01,201,12,3.2,4,334.5,0.0,Potential
1043,Andrei P.,IT,Junior,Iasi,2023-04-01,220,5,3.2,33,224.0,0.0,Stabil
1044,Ana S.,HR,Senior,Brasov,2023-04-01,160,13,4.4,27,348.0,0.0,Potential
1045,Andrei P.,IT,Senior,Timisoara,2023-04-01,238,5,1.8,4,255.0,1.0,Risc Ridicat
1046,George R.,IT,Senior,Brasov,2023-04-01,142,6,2.9,32,239.0,0.0,Stabil
1047,Cristina D.,Vanzari,Junior,Bucuresti,2023-04-01,246,8,2.3,10,249.0,1.0,Risc Ridicat
1048,Andrei P.,IT,Senior,Constanta,2023-04-01,224,13,1.7,14,326.0,1.0,Risc Ridicat
1049,Cristina D.,Vanzari,Mid,Constanta,2023-04-01,156,4,4.1,6,200.0,0.0,Stabil
1050,Andrei P.,Vanzari,Mid,Cluj-Napoca,2023-04-01,195,12,1.8,4,253.5,0.0,Stabil
1051,Mihai O.,Marketing,Junior,Brasov,2023-04-01,201,9,1.9,7,228.5,1.0,Risc Ridicat
1052,Ana S.,HR,Senior,Timisoara,2023-04-01,250,10,3.6,9,347.0,0.0,Potential
1053,Cristina D.,IT,Junior,Brasov,2023-04-01,181,7,3.0,24,220.5,0.0,Stabil
1054,Cristina D.,Marketing,Senior,Bucuresti,2023-04-01,166,11,2.4,26,291.0,0.0,Stabil
1055,George R.,HR,Junior,Brasov,2023-04-01,248,7,4.4,36,282.0,0.0,Stabil
1056,Elena D.,Vanzari,Mid,Timisoara,2023-04-01,206,9,3.8,13,269.0,0.0,Stabil
1057,Maria I.,Marketing,Mid,Brasov,2023-04-01,143,6,3.2,30,195.5,0.0,Stabil
1058,Cristina D.,Marketing,Senior,Cluj-Napoca,2023-04-01,162,4,1.7,23,205.0,0.0,Stabil
1059,Elena D.,IT,Junior,Bucuresti,2023-04-01,160,3,1.6,18,142.0,0.0,Stabil
1060,Andrei P.,HR,Senior,Iasi,2023-04-01,207,6,3.0,32,273.5,0.0,Stabil
1061,Elena D.,Marketing,Junior,Iasi,2023-04-01,244,4,4.6,14,254.0,0.0,Stabil
1062,George R.,Vanzari,Senior,Cluj-Napoca,2023-04-01,166,11,3.2,29,307.0,0.0,Potential
1063,Cristina D.,HR,Senior,Sibiu,2023-04-01,211,12,4.8,27,371.5,0.0,Potential
1064,Maria I.,HR,Mid,Bucuresti,2023-04-01,184,5,4.0,32,222.0,0.0,Stabil
1065,Elena D.,Vanzari,Junior,Brasov,2023-04-01,236,4,1.0,37,178.0,0.8,Risc Ridicat
1066,Ion V.,IT,Junior,Brasov,2023-04-01,232,1,4.8,28,222.0,0.0,Stabil
1067,Cristina D.,Vanzari,Mid,Iasi,2023-04-01,157,1,4.5,20,178.5,0.0,Stabil
1068,Mihai O.,Vanzari,Junior,Timisoara,2023-04-01,212,6,3.2,25,230.0,0.0,Stabil
1069,Ana S.,HR,Senior,Iasi,2023-04-01,222,5,3.0,19,271.0,0.0,Stabil
1070,Elena D.,HR,Junior,Constanta,2023-04-01,189,12,1.9,24,252.5,0.0,Stabil
1071,Ion V.,Vanzari,Mid,Timisoara,2023-04-01,242,11,4.9,3,329.0,0.0,Potential
1072,Mihai O.,IT,Mid,Iasi,2023-04-01,177,6,2.4,24,196.5,0.0,Stabil
1073,Ion V.,HR,Junior,Brasov,2023-04-01,147,7,1.5,6,173.5,0.0,Stabil
1074,Ion V.,Marketing,Mid,Brasov,2023-04-01,178,12,4.2,0,293.0,0.0,Stabil
1075,Maria I.,Marketing,Senior,Iasi,2023-04-01,149,1,3.9,36,212.5,0.0,Stabil
1076,Ion V.,HR,Mid,Bucuresti,2023-04-01,218,6,1.1,30,191.0,0.8,Risc Ridicat
1077,Ana S.,Vanzari,Mid,Constanta,2023-04-01,194,13,2.6,9,279.0,0.0,Stabil
1078,Maria I.,Marketing,Mid,Timisoara,2023-04-01,159,7,1.1,24,171.5,0.0,Stabil
1079,Elena D.,Marketing,Mid,Timisoara,2023-04-01,204,3,3.3,7,198.0,0.0,Stabil
1080,Ion V.,Marketing,Junior,Iasi,2023-04-01,194,8,1.9,23,215.0,0.0,Stabil
1081,Elena D.,Vanzari,Junior,Constanta,2023-04-01,209,2,3.5,16,194.5,0.0,Stabil
1082,Ana S.,IT,Junior,Constanta,2023-04-01,164,12,4.6,12,294.0,0.0,Stabil
1083,George R.,Marketing,Mid,Sibiu,2023-04-01,226,8,2.0,5,233.0,1.0,Risc Ridicat
1084,Ion V.,Vanzari,Mid,Constanta,2023-04-01,176,14,2.9,25,286.0,0.0,Stabil
1085,George R.,Vanzari,Junior,Cluj-Napoca,2023-04-01,256,11,4.8,31,334.0,0.0,Potential
1086,Maria I.,IT,Mid,Sibiu,2023-04-01,179,1,2.6,9,151.5,0.0,Stabil
1087,Cristina D.,Vanzari,Mid,Sibiu,2023-04-01,173,11,3.1,14,258.5,0.0,Stabil
1088,Cristina D.,Vanzari,Junior,Timisoara,2023-04-01,183,3,1.3,27,147.5,0.0,Stabil
1089,Ana S.,Marketing,Mid,Timisoara,2023-04-01,218,11,3.0,9,279.0,0.0,Stabil
1090,Elena D.,IT,Senior,Timisoara,2023-04-01,183,3,4.1,23,253.5,0.0,Stabil
1091,Cristina D.,HR,Mid,Brasov,2023-04-01,251,11,4.3,22,321.5,0.0,Potential
1092,Maria I.,HR,Junior,Iasi,2023-04-01,156,10,2.7,35,232.0,0.0,Stabil
1093,Ana S.,IT,Junior,Iasi,2023-04-01,152,13,3.7,20,280.0,0.0,Stabil
1094,Mihai O.,Vanzari,Mid,Timisoara,2023-04-01,224,11,3.3,11,288.0,0.0,Stabil
1095,Elena D.,IT,Mid,Cluj-Napoca,2023-04-01,200,8,2.6,10,232.0,0.0,Stabil
1096,Andrei P.,IT,Junior,Constanta,2023-04-01,158,8,3.5,15,229.0,0.0,Stabil
1097,Mihai O.,IT,Senior,Iasi,2023-04-01,179,9,1.0,8,249.5,0.0,Stabil
1098,Andrei P.,IT,Senior,Brasov,2023-04-01,144,2,1.2,29,166.0,0.0,Stabil
1099,Mihai O.,IT,Junior,Iasi,2023-04-01,158,14,4.2,32,303.0,0.0,Potential
1100,Cristina D.,Marketing,Junior,Iasi,2023-04-01,215,7,1.1,4,199.5,1.0,Risc Ridicat
1101,Mihai O.,Vanzari,Junior,Brasov,2023-04-01,228,5,3.2,3,228.0,0.0,Stabil
1102,Ana S.,Marketing,Mid,Constanta,2023-04-01,142,7,2.4,25,189.0,0.0,Stabil
1103,Maria I.,Marketing,Senior,Timisoara,2023-04-01,145,14,3.3,5,328.5,0.0,Potential
1104,Ana S.,Vanzari,Junior,Sibiu,2023-04-01,151,2,3.2,33,159.5,0.0,Stabil
1105,Cristina D.,HR,Junior,Cluj-Napoca,2023-04-01,245,4,1.2,21,186.5,0.8,Risc Ridicat
1106,George R.,Marketing,Mid,Brasov,2023-04-01,183,2,4.9,8,209.5,0.0,Stabil
1107,Maria I.,IT,Mid,Sibiu,2023-04-01,192,3,2.3,34,172.0,0.0,Stabil
1108,Ion V.,HR,Senior,Bucuresti,2023-04-01,184,14,1.7,25,316.0,0.0,Potential
1109,George R.,Marketing,Junior,Iasi,2023-04-01,176,6,1.1,25,170.0,0.0,Stabil
1110,Elena D.,Marketing,Junior,Constanta,2023-04-01,224,3,3.1,26,204.0,0.0,Stabil
1111,Ion V.,IT,Junior,Bucuresti,2023-04-01,173,4,4.7,28,220.5,0.0,Stabil
1112,Cristina D.,IT,Mid,Iasi,2023-04-01,144,12,2.0,37,232.0,0.0,Stabil
1113,Elena D.,Vanzari,Mid,Sibiu,2023-04-01,199,12,1.9,35,257.5,0.0,Stabil
1114,George R.,Marketing,Senior,Constanta,2023-04-01,219,4,4.2,14,283.5,0.0,Stabil
1115,Ion V.,Marketing,Senior,Sibiu,2023-04-01,186,5,3.4,9,261.0,0.0,Stabil
1116,Elena D.,HR,Junior,Brasov,2023-04-01,160,8,3.9,11,238.0,0.0,Stabil
1117,George R.,IT,Mid,Brasov,2023-04-01,225,2,2.9,18,190.5,1.0,Risc Ridicat
1118,Cristina D.,Marketing,Senior,Iasi,2023-04-01,162,11,1.7,3,275.0,0.0,Stabil
1119,Mihai O.,Marketing,Mid,Timisoara,2023-04-01,188,5,1.7,33,178.0,0.0,Stabil
1120,Maria I.,HR,Junior,Iasi,2023-04-01,193,9,1.7,13,220.5,0.0,Stabil
1121,Cristina D.,IT,Mid,Timisoara,2023-04-01,236,12,4.8,6,334.0,0.0,Potential
1122,George R.,Marketing,Senior,Cluj-Napoca,2023-04-01,173,9,3.5,8,296.5,0.0,Stabil
1123,Ana S.,Vanzari,Junior,Sibiu,2023-04-01,158,4,3.0,23,179.0,0.0,Stabil
1124,Ana S.,Vanzari,Mid,Constanta,2023-04-01,179,5,1.8,27,175.5,0.0,Stabil
1125,Maria I.,Marketing,Junior,Iasi,2023-04-01,158,7,2.1,23,191.0,0.0,Stabil
1126,Elena D.,Marketing,Junior,Constanta,2023-04-01,186,7,3.7,28,237.0,0.0,Stabil
1127,Ion V.,IT,Senior,Brasov,2023-04-01,161,1,4.2,8,224.5,0.0,Stabil
1128,Mihai O.,Vanzari,Junior,Sibiu,2023-04-01,162,2,3.6,29,173.0,0.0,Stabil
1129,Ana S.,IT,Senior,Constanta,2023-04-01,224,12,1.7,2,316.0,1.0,Risc Ridicat
1130,Elena D.,Vanzari,Mid,Sibiu,2023-04-01,190,11,3.1,25,267.0,0.0,Stabil
1131,Ana S.,Vanzari,Mid,Constanta,2023-04-01,181,12,4.6,7,302.5,0.0,Potential
1132,Andrei P.,IT,Senior,Sibiu,2023-04-01,150,10,3.7,29,299.0,0.0,Stabil
1133,Maria I.,Marketing,Junior,Timisoara,2023-04-01,211,9,4.7,36,289.5,0.0,Stabil
1134,Mihai O.,IT,Junior,Sibiu,2023-04-01,236,1,1.3,36,154.0,0.8,Risc Ridicat
1135,George R.,IT,Junior,Cluj-Napoca,2023-04-01,165,10,2.5,4,232.5,0.0,Stabil
1136,Ion V.,IT,Senior,Iasi,2023-04-01,244,11,3.7,26,356.0,0.0,Potential
1137,Elena D.,IT,Mid,Constanta,2023-04-01,213,8,4.8,18,282.5,0.0,Stabil
1138,Maria I.,Marketing,Mid,Constanta,2023-04-01,150,4,4.0,6,195.0,0.0,Stabil
1139,Maria I.,Marketing,Mid,Brasov,2023-04-01,158,10,1.7,2,213.0,0.0,Stabil
1140,Elena D.,HR,Mid,Brasov,2023-04-01,245,13,3.9,5,330.5,0.0,Potential
1141,George R.,IT,Junior,Iasi,2023-04-01,185,12,1.4,11,240.5,0.0,Stabil
1142,Ion V.,IT,Mid,Iasi,2023-04-01,164,9,2.7,3,226.0,0.0,Stabil
1143,Mihai O.,HR,Junior,Sibiu,2023-04-01,170,2,3.6,37,177.0,0.0,Stabil
1144,Elena D.,Marketing,Mid,Cluj-Napoca,2023-04-01,221,5,1.7,12,194.5,1.0,Risc Ridicat
1145,Mihai O.,Marketing,Mid,Constanta,2023-04-01,234,7,1.4,1,215.0,1.0,Risc Ridicat
1146,Ana S.,HR,Junior,Cluj-Napoca,2023-04-01,193,9,4.6,31,278.5,0.0,Stabil
1147,Cristina D.,Vanzari,Senior,Timisoara,2023-04-01,215,12,2.0,37,317.5,0.8,Risc Ridicat
1148,Andrei P.,IT,Mid,Sibiu,2023-04-01,234,7,1.4,25,215.0,0.8,Risc Ridicat
1149,Ana S.,Vanzari,Junior,Constanta,2023-04-01,231,13,1.4,19,273.5,1.0,Risc Ridicat
1150,Elena D.,Marketing,Senior,Iasi,2023-04-01,241,2,4.5,25,280.5,0.0,Stabil
1151,Maria I.,Vanzari,Junior,Bucuresti,2023-04-01,160,14,2.2,12,264.0,0.0,Stabil
1152,Cristina D.,Vanzari,Junior,Constanta,2023-04-01,154,14,2.2,11,261.0,0.0,Stabil
1153,Maria I.,Marketing,Senior,Cluj-Napoca,2023-04-01,143,7,2.6,30,243.5,0.0,Stabil
1154,Mihai O.,IT,Mid,Brasov,2023-04-01,204,3,2.4,9,180.0,1.0,Risc Ridicat
1155,Mihai O.,Vanzari,Mid,Sibiu,2023-04-01,242,2,1.7,31,175.0,0.8,Risc Ridicat
1156,Mihai O.,IT,Junior,Sibiu,2023-04-01,142,6,3.4,21,199.0,0.0,Stabil
1157,Maria I.,Marketing,Mid,Cluj-Napoca,2023-04-01,161,2,4.1,31,182.5,0.0,Stabil
1158,Ana S.,IT,Junior,Bucuresti,2023-04-01,233,5,1.5,18,196.5,1.0,Risc Ridicat
1159,Ana S.,Vanzari,Junior,Brasov,2023-04-01,214,10,1.2,25,231.0,0.8,Risc Ridicat
1160,Mihai O.,Marketing,Junior,Bucuresti,2023-04-01,212,3,4.7,35,230.0,0.0,Stabil
1161,Mihai O.,Marketing,Junior,Brasov,2023-04-01,191,7,4.2,16,249.5,0.0,Stabil
1162,Cristina D.,Vanzari,Junior,Brasov,2023-04-01,187,11,2.6,17,255.5,0.0,Stabil
1163,Cristina D.,IT,Senior,Timisoara,2023-04-01,243,8,2.5,23,301.5,0.8,Risc Ridicat
1164,George R.,HR,Mid,Sibiu,2023-04-01,154,1,4.7,39,181.0,0.0,Stabil
1165,Mihai O.,HR,Senior,Brasov,2023-04-01,238,4,3.2,16,273.0,0.0,Stabil
1166,Elena D.,IT,Junior,Sibiu,2023-04-01,206,10,5.0,39,303.0,0.0,Potential
1167,Maria I.,HR,Junior,Iasi,2023-04-01,215,8,1.9,5,225.5,1.0,Risc Ridicat
1168,Ana S.,HR,Junior,Bucuresti,2023-04-01,161,10,3.5,8,250.5,0.0,Stabil
1169,George R.,HR,Junior,Iasi,2023-04-01,228,11,1.6,30,256.0,0.8,Risc Ridicat
1170,Ion V.,Vanzari,Senior,Sibiu,2023-04-01,250,10,3.1,39,337.0,0.0,Potential
1171,Cristina D.,HR,Junior,Cluj-Napoca,2023-04-01,146,8,1.2,0,177.0,0.0,Stabil
1172,George R.,HR,Junior,Bucuresti,2023-04-01,237,5,4.0,11,248.5,0.0,Stabil
1173,Andrei P.,IT,Mid,Brasov,2023-04-01,246,7,2.9,7,251.0,1.0,Risc Ridicat
1174,Cristina D.,HR,Senior,Constanta,2023-04-01,247,13,2.1,31,345.5,0.8,Risc Ridicat
1175,Mihai O.,HR,Junior,Constanta,2023-04-01,234,7,1.6,4,219.0,1.0,Risc Ridicat
1176,Andrei P.,Marketing,Mid,Cluj-Napoca,2023-04-01,141,13,4.5,38,290.5,0.0,Stabil
1177,Mihai O.,Vanzari,Junior,Sibiu,2023-04-01,223,8,4.3,30,277.5,0.0,Stabil
1178,Ana S.,IT,Mid,Brasov,2023-04-01,190,9,2.7,17,239.0,0.0,Stabil
1179,Ion V.,HR,Junior,Iasi,2023-04-01,222,11,4.2,8,305.0,0.0,Potential
1180,Mihai O.,HR,Mid,Iasi,2023-04-01,171,11,4.5,31,285.5,0.0,Stabil
1181,Andrei P.,HR,Junior,Cluj-Napoca,2023-04-01,150,3,1.4,36,133.0,0.0,Stabil
1182,George R.,Vanzari,Mid,Brasov,2023-04-01,238,5,4.8,3,265.0,0.0,Stabil
1183,Maria I.,Vanzari,Senior,Brasov,2023-04-01,214,14,1.7,31,331.0,0.8,Risc Ridicat
1184,Mihai O.,Marketing,Senior,Brasov,2023-04-01,215,7,1.3,38,253.5,0.8,Risc Ridicat
1185,Maria I.,Vanzari,Mid,Sibiu,2023-04-01,140,8,4.7,13,244.0,0.0,Stabil
1186,Ana S.,IT,Junior,Timisoara,2023-04-01,209,6,2.1,29,206.5,0.8,Risc Ridicat
1187,Andrei P.,IT,Mid,Iasi,2023-04-01,236,2,3.7,37,212.0,0.0,Stabil
1188,Andrei P.,HR,Junior,Constanta,2023-04-01,248,3,3.5,17,224.0,0.0,Stabil
1189,Ion V.,IT,Mid,Brasov,2023-04-01,250,9,1.7,0,249.0,1.0,Risc Ridicat
1190,Cristina D.,Marketing,Senior,Cluj-Napoca,2023-04-01,164,6,1.7,5,226.0,0.0,Stabil
1191,Maria I.,HR,Mid,Constanta,2023-04-01,173,3,3.0,19,176.5,0.0,Stabil
1192,Ion V.,Vanzari,Mid,Brasov,2023-04-01,162,6,4.2,17,225.0,0.0,Stabil
1193,Cristina D.,Vanzari,Junior,Bucuresti,2023-04-01,164,14,3.0,28,282.0,0.0,Stabil
1194,Cristina D.,IT,Junior,Constanta,2023-04-01,196,4,4.1,11,220.0,0.0,Stabil
1195,Mihai O.,IT,Mid,Brasov,2023-04-01,193,12,3.9,17,294.5,0.0,Stabil
1196,Mihai O.,Marketing,Mid,Timisoara,2023-04-01,256,5,3.7,1,252.0,0.0,Stabil
1197,Mihai O.,IT,Junior,Constanta,2023-04-01,166,1,1.5,14,123.0,0.0,Stabil
1198,Mihai O.,HR,Mid,Timisoara,2023-04-01,244,3,4.5,29,242.0,0.0,Stabil
1199,Cristina D.,IT,Junior,Bucuresti,2023-04-01,185,2,1.4,33,140.5,0.0,Stabil
1000,Cristina D.,Marketing,Junior,Iasi,2023-05-01,252,12,4.4,20,334.0,0.0,Potential
1001,Ion V.,Vanzari,Junior,Cluj-Napoca,2023-05-01,246,7,3.7,38,267.0,0.0,Stabil
1002,Elena D.,IT,Senior,Constanta,2023-05-01,163,10,4.1,28,313.5,0.0,Potential
1003,Ion V.,Vanzari,Mid,Sibiu,2023-05-01,220,7,3.9,30,258.0,0.0,Stabil
1004,Cristina D.,Marketing,Mid,Iasi,2023-05-01,144,1,1.8,31,118.0,0.0,Stabil
1005,Ana S.,Vanzari,Mid,Cluj-Napoca,2023-05-01,208,8,3.4,2,252.0,0.0,Stabil
1006,Maria I.,Marketing,Mid,Sibiu,2023-05-01,212,13,4.6,1,328.0,0.0,Potential
1007,Cristina D.,Marketing,Senior,Bucuresti,2023-05-01,142,2,2.8,6,197.0,0.0,Stabil
1008,Mihai O.,HR,Mid,Brasov,2023-05-01,244,3,2.8,30,208.0,0.8,Risc Ridicat
1009,Ana S.,Vanzari,Junior,Bucuresti,2023-05-01,143,3,2.4,34,149.5,0.0,Stabil
1010,Ion V.,Marketing,Junior,Sibiu,2023-05-01,160,9,3.7,13,244.0,0.0,Stabil
1011,George R.,Vanzari,Senior,Brasov,2023-05-01,224,11,2.4,30,320.0,0.8,Risc Ridicat
1012,Ion V.,HR,Junior,Brasov,2023-05-01,231,4,2.2,9,199.5,1.0,Risc Ridicat
1013,Andrei P.,Marketing,Junior,Bucuresti,2023-05-01,230,1,4.5,27,215.0,0.0,Stabil
1014,Mihai O.,IT,Mid,Constanta,2023-05-01,250,13,3.0,35,315.0,0.0,Potential
1015,Maria I.,Marketing,Mid,Sibiu,2023-05-01,208,4,4.0,19,224.0,0.0,Stabil
1016,Maria I.,HR,Mid,Brasov,2023-05-01,234,7,2.0,21,227.0,0.8,Risc Ridicat
1017,Maria I.,Marketing,Mid,Sibiu,2023-05-01,241,7,4.7,39,284.5,0.0,Stabil
1018,Maria I.,Marketing,Mid,Bucuresti,2023-05-01,190,4,2.8,34,191.0,0.0,Stabil
1019,Ion V.,IT,Junior,Cluj-Napoca,2023-05-01,228,8,4.1,10,276.0,0.0,Stabil
1020,Andrei P.,Marketing,Senior,Iasi,2023-05-01,252,12,1.2,31,320.0,0.8,Risc Ridicat
1021,Ion V.,Vanzari,Junior,Timisoara,2023-05-01,207,5,2.5,13,203.5,1.0,Risc Ridicat
1022,Ion V.,HR,Mid,Bucuresti,2023-05-01,219,7,3.4,34,247.5,0.0,Stabil
1023,Andrei P.,Vanzari,Senior,Iasi,2023-05-01,244,6,3.9,19,310.0,0.0,Potential
1024,Cristina D.,Vanzari,Senior,Sibiu,2023-05-01,192,3,1.7,0,210.0,0.0,Stabil
1025,Maria I.,IT,Mid,Iasi,2023-05-01,232,5,1.5,27,196.0,0.8,Risc Ridicat
1026,Ana S.,Marketing,Senior,Iasi,2023-05-01,163,13,1.3,26,287.5,0.0,Stabil
1027,Mihai O.,Marketing,Mid,Timisoara,2023-05-01,201,9,1.9,27,228.5,0.8,Risc Ridicat
1028,George R.,Marketing,Mid,Brasov,2023-05-01,241,14,4.9,1,358.5,0.0,Potential
1029,Ion V.,Marketing,Mid,Bucuresti,2023-05-01,243,10,3.4,21,289.5,0.0,Stabil
1030,Mihai O.,Vanzari,Junior,Cluj-Napoca,2023-05-01,211,4,3.9,6,223.5,0.0,Stabil
1031,Maria I.,IT,Mid,Iasi,2023-05-01,142,2,4.5,13,181.0,0.0,Stabil
1032,George R.,IT,Mid,Constanta,2023-05-01,251,8,4.7,37,299.5,0.0,Stabil
1033,Andrei P.,Marketing,Mid,Timisoara,2023-05-01,246,6,1.6,36,215.0,0.8,Risc Ridicat
1034,George R.,Vanzari,Junior,Brasov,2023-05-01,170,12,3.0,33,265.0,0.0,Stabil
1035,Maria I.,Marketing,Senior,Iasi,2023-05-01,144,8,3.1,9,264.0,0.0,Stabil
1036,Cristina D.,Vanzari,Junior,Bucuresti,2023-05-01,225,4,2.6,39,204.5,0.8,Risc Ridicat
1037,Maria I.,HR,Junior,Cluj-Napoca,2023-05-01,211,8,4.5,27,275.5,0.0,Stabil
1038,Mihai O.,IT,Mid,Cluj-Napoca,2023-05-01,146,5,1.2,19,147.0,0.0,Stabil
